code	gen1	gen2	gen3	gen4	gen5	gen6	gen7	gen8	gen9	gen10	gen11	gen12	gen13	gen14	gen15	gen16	gen17	gen18	gen19	gen20	gen21	gen22	gen23	gen24	gen25	gen26	gen27	altitude	pluvio_yr	forest	pluvio_1	pluvio_2	pluvio_3	pluvio_4	pluvio_5	pluvio_6	pluvio_7	pluvio_8	pluvio_9	pluvio_10	pluvio_11	pluvio_12	geology	evi_1	evi_2	evi_3	evi_4	evi_5	evi_6	evi_7	evi_8	evi_9	evi_10	evi_11	evi_12	evi_13	evi_14	evi_15	evi_16	evi_17	evi_18	evi_19	evi_20	evi_21	evi_22	evi_23	lon	lat	surface
329	1	0	0	3	0	1	2	9	0	9	9	6	4	0	0	0	1	0	84	1	0	0	14	7	7	14	51	635,3670043945	1400	1	32,0365829468	64,9672775269	111,8105697632	145,5565948486	156,6215820313	122,6133575439	155,9744720459	133,9896392822	181,0821990967	160,9815368652	107,7252044678	20,0973167419	5	0,3690453768	0,3866719007	0,4160557389	0,464386344	0,448782444	0,5202392936	0,5343025923	0,5282077789	0,5712913871	0,5121361017	0,5197919011	0,4869151115	0,4781234264	0,4224145114	0,4762276113	0,4842090309	0,5020920634	0,492731601	0,4587812424	0,4255254269	0,4547690749	0,4241147339	0,356788367	14,506370802	4,0127089578	7,5
3083	10	2	0	0	1	0	0	37	2	20	65	3	21	8	3	3	2	0	5	4	12	0	7	30	68	11	0	422,1194763184	1406	1	48,0381011963	72,6471557617	101,5164108276	120,2435150146	115,6906661987	129,7730712891	136,5975341797	157,6185760498	161,1406860352	169,6502227783	96,9423675537	41,1702728271	6	0,346571207	0,3761261404	0,4151744843	0,4447619021	0,478325367	0,5223444104	0,5241217017	0,5510174036	0,5329967737	0,4943929613	0,490180105	0,4678919911	0,4669260085	0,450940758	0,4943172634	0,4851380289	0,4962869585	0,5013372302	0,4955368638	0,4765871465	0,4572157264	0,4346997142	0,3720236123	17,3924836627	2,9257313869	14
3464	4	1	1	0	2	1	2	53	2	25	36	14	6	0	1	6	1	1	93	2	2	0	4	67	19	28	46	449,2776794434	1435,6666259766	1	41,6682167053	59,5403060913	105,5565948486	123,5565948486	109,2790679932	164,7883758545	164,2906951904	165,4689941406	152,0131835938	164,4697723389	99,2480545044	30,7085266113	3	0,3799135089	0,383333534	0,4193634987	0,4349113107	0,4649460912	0,512368083	0,5301049352	0,5625793934	0,5363821983	0,5440591574	0,5012480021	0,4921444654	0,5044121146	0,5090084672	0,5217828751	0,5213472247	0,5054292679	0,5196869969	0,5147227645	0,4807498455	0,4644546509	0,4506782889	0,3785315156	17,9172314555	3,487961165	9
1309	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	350,3017272949	1431	2	83,8333358765	100	134,3333282471	150,1666717529	120,8333358765	96	71,8333358765	82,8333358765	146,8333282471	184,3333282471	164,3333282471	86,3333358765	6	0,3951269388	0,4234780669	0,4167042077	0,4939097464	0,4811489582	0,5352826118	0,5107065439	0,5412737727	0,5256281495	0,5245223641	0,4907943308	0,4694343805	0,457437247	0,4683867097	0,5185326338	0,5518077612	0,5393599272	0,5802212358	0,5217138529	0,4900981784	0,506119132	0,4739891291	0,4371688366	16,0431321954	0,7517762451	0,5
1831	2	0	0	0	0	0	1	0	0	7	0	0	0	17	0	1	0	0	0	0	4	0	0	1	1	0	0	345,9124450684	1433	6	75	89,6666641235	147	148,5	133,5	94,8333358765	95,6666641235	109	153,3333282471	151,6666717529	149,3333282471	93,3333358765	6	0,3208444417	0,3440201283	0,385365963	0,4524846077	0,4393542111	0,4757850468	0,4704766572	0,4728849232	0,4956686199	0,4738327563	0,4419578314	0,4079716504	0,4143376648	0,4178370237	0,4385842085	0,4498147964	0,4524459243	0,4607273936	0,4334349334	0,4532206953	0,4470772445	0,4151771069	0,3721691966	16,4554340326	1,1640780824	4,5
1535	0	0	1	0	0	1	2	0	1	91	18	0	21	1	0	3	0	0	0	1	2	0	1	1	1	1	0	374,0361328125	1422	1	79,6578216553	92,9970550537	144,8561553955	140,0301971436	131,6769866943	103,646774292	80,8561706543	88,6821289063	149,9904174805	174,3082885742	155,5294647217	85,5103149414	6	0,3647499382	0,3819559216	0,4107791483	0,4784781635	0,4884292185	0,5259867907	0,5124293566	0,5280795693	0,5413159728	0,5199978948	0,4880333245	0,4710409045	0,4665962458	0,4562673867	0,5233845711	0,4920191467	0,5093393922	0,5354092717	0,4866518974	0,4974532723	0,4815434515	0,4580416977	0,3966420293	16,2305421214	0,9391861712	10,5
2205	6	5	0	0	2	0	0	4	1	1	10	2	14	0	2	0	0	0	0	0	7	3	4	6	15	3	0	387,9883117676	1461,8889160156	5	71,6471252441	79,9109649658	147,2090148926	141,1237792969	127,8832778931	107,5114059448	132,8452758789	101,0738296509	144,1042480469	164,2557067871	141,6199798584	77,2166137695	6	0,337605834	0,4009703994	0,4254066348	0,4346371889	0,499963522	0,5071282983	0,4848323166	0,5075676441	0,5038710833	0,4735222459	0,4644699097	0,4562314451	0,4272181392	0,4440004826	0,4388998151	0,4440388381	0,4967032373	0,475440532	0,5006896257	0,4817359447	0,4702103436	0,4677900076	0,3811365664	16,717807929	1,463933964	8,5
2651	5	1	2	0	0	0	0	6	0	12	50	6	15	0	1	3	2	0	0	1	11	0	7	5	31	0	0	530,4169311523	1436	7	47,1154594421	61,9245872498	111,0428390503	120,4581069946	124,6666641235	125,4934692383	138,4543609619	154,3295898438	167,3752288818	177,4422607422	96,6759872437	44,2942314148	3	0,3484744728	0,3811267614	0,4277022779	0,4214271903	0,4940433502	0,5099824667	0,4906627536	0,5377193093	0,5031480193	0,4878713191	0,4758669734	0,4501478374	0,4866419733	0,4594370425	0,4665903747	0,4726994634	0,5323164463	0,459700197	0,4223853946	0,4320798814	0,4300983548	0,4140512943	0,3564961553	17,0176638107	2,8882494017	10
2459	1	1	10	8	1	1	0	15	2	22	73	9	23	15	3	8	2	14	15	0	16	4	9	49	97	0	0	591,9830932617	1426,0740966797	7	22,6308498383	58,1496429443	136,9909820557	137,943649292	137,6205596924	125,5212249756	147,7224121094	179,7308197021	171,2774963379	185,4391784668	74,8807067871	24,9257659912	3	0,3433906138	0,3712592721	0,4091554582	0,4550127387	0,4409184158	0,4823391736	0,5043048859	0,4772872031	0,4932279587	0,4966177046	0,4823130667	0,4775948524	0,468119055	0,4639550149	0,4721000791	0,4722170234	0,4748449326	0,4861555994	0,4384106696	0,4385281205	0,4264964759	0,3993817568	0,3584497273	16,8677358698	4,2001188838	15,35
2706	15	0	7	2	0	1	0	2	0	82	47	1	21	2	1	10	1	0	0	7	18	4	6	20	101	13	0	449,5232543945	1428	7	37,8333320618	55,3333320618	112,3333358765	113,6666641235	119,5	132,1666717529	144,8333282471	166	171,1666717529	183	96,5	38,5	3	0,344802469	0,368008554	0,3963278532	0,4162846208	0,4536640048	0,5108904839	0,4838035405	0,5281120539	0,4994844794	0,4988251328	0,4828346968	0,4351474047	0,4521217644	0,4440652728	0,4821749032	0,4409783483	0,5227937698	0,4688983262	0,4570148289	0,4391973317	0,4193137586	0,4075117111	0,3456356525	17,0551457959	3,0756593277	14,75
3294	6	1	0	0	0	0	3	0	5	102	33	2	5	25	2	3	8	0	2	0	0	0	2	8	2	43	18	370,695098877	1440	7	58,3352622986	77,3352661133	111,3384780884	131,6538085938	108,9967880249	132,144821167	137,5	142,838470459	161,1461029053	157,0051422119	104,6563796997	50,5006446838	6	0,3286799788	0,3387274146	0,3871250153	0,4610440731	0,4519456327	0,4893759191	0,4904784858	0,5253665447	0,5296168327	0,5034409761	0,47264871	0,4710739553	0,4397878647	0,4369552433	0,4697140455	0,4732922316	0,4770636261	0,4800924659	0,4560309052	0,4820263684	0,4735528827	0,4350452423	0,3427786827	17,6548575591	2,6258755053	18,5
1960	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	339,6575317383	1438,1110839844	5	75,8545913696	109,6374435425	132,4922027588	156,6137084961	129,1137084961	111,2989730835	93,7274169922	81,0793533325	143,1138916016	153,3652038574	155,5185852051	96,1110534668	6	0,364811182	0,3856829405	0,3984949589	0,4647544026	0,4793919921	0,5257106423	0,4933697879	0,516467452	0,532753408	0,4896172285	0,4698834419	0,4553703368	0,4503710568	0,4519643486	0,4812510908	0,4929420352	0,500207305	0,5517012477	0,4850798249	0,4852507114	0,486240983	0,4551284611	0,3939233124	16,5678799882	0,7142942599	2
2153	4	1	0	0	1	0	0	6	4	25	44	3	24	1	0	0	0	0	0	2	12	2	3	6	9	0	0	386,6409912109	1464	5	72	79,85962677	147,9420928955	141,7192993164	128,7666625977	107,9368515015	132,0298461914	100,596496582	144,992980957	164,5385894775	141,9684295654	78,1315765381	6	0,3344941735	0,3807771504	0,4073982239	0,4439241588	0,4968626797	0,4896239936	0,4880638123	0,5163160563	0,5117944479	0,4631257951	0,4657011628	0,4370253384	0,4222953618	0,4425723255	0,4278712571	0,4320008755	0,4925347269	0,4775480926	0,4998294413	0,494976908	0,4760491848	0,45223248	0,390460521	16,6803259438	1,4264519788	15
1318	0	0	0	0	0	0	1	0	1	42	8	5	3	0	1	1	0	0	0	3	1	0	0	1	1	5	0	425,2920532227	1454	1	83,5	93,5	144,3333282471	142,5	113	105	91,5	95,1666641235	154,5	170,5	161	97,3333358765	3	0,3599337041	0,373413384	0,4279696345	0,4508624673	0,4870606065	0,5111358166	0,5079697371	0,4987922907	0,5278798938	0,4925286472	0,4997815788	0,4421668351	0,4596391618	0,4426749349	0,4999544024	0,5103853345	0,5218020082	0,4979882538	0,487906009	0,4757914245	0,4603371322	0,4365667105	0,3921843171	16,0431321954	1,2390420528	5
2540	6	0	0	0	0	0	0	3	0	13	20	1	8	12	3	5	0	0	0	12	7	1	6	11	46	0	0	418,3180541992	1433,7778320313	7	43,9159660339	62,0841903687	110,813835144	120,9970626831	126,4750595093	124,9545211792	139,1936340332	157,249206543	167,3331298828	179,2807312012	96,9831619263	43,8575172424	3	0,3405002952	0,3538858891	0,3946223855	0,4013337493	0,4567798078	0,4900597334	0,47711429	0,5112583041	0,4851014614	0,4791564047	0,4666239619	0,4268107712	0,4726872146	0,4406070709	0,4568634629	0,4680071771	0,4948140383	0,4298086166	0,4307398796	0,4467053711	0,4263336062	0,3979634941	0,3284009397	16,9426998403	2,8882494017	7,51
375	1	0	0	0	1	0	0	0	0	0	5	3	1	0	0	0	0	0	0	2	3	0	1	0	1	46	4	699,6793212891	1479	7	29	55,3333320618	133	152,5	169,6666717529	144,5	150,5	140,6666717529	196,8333282471	185,6666717529	108	22,1666660309	5	0,3734663427	0,4031910598	0,4548920095	0,4751605988	0,4270994365	0,5248718858	0,5308666229	0,503049314	0,5159564614	0,4944590628	0,4748165607	0,4596963525	0,4595037401	0,4373538494	0,4244885743	0,4778231084	0,4732616842	0,4435139298	0,4322796464	0,4583620727	0,4475891888	0,4276551902	0,3610676825	14,6937807281	3,7503350614	4
3188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	394,9545593262	1428,1110839844	1	35,8374938965	59,5460968018	101,4026107788	115,3461608887	112,6080169678	153,55859375	154,4359130859	176,4696960449	163,9336853027	173,3838653564	101,076461792	33,2091636658	3	0,3532018661	0,3638795316	0,39647457	0,4122290611	0,4347665012	0,4812219441	0,505892396	0,5169455409	0,5123407841	0,5156849027	0,4767237604	0,4635476768	0,4492741227	0,4698806703	0,4664558768	0,4599403441	0,4875711799	0,5107024312	0,4721351862	0,4733694196	0,4724477232	0,4226295054	0,3655015528	17,5049296183	3,1881052833	0,16
1595	3	0	0	0	2	3	1	3	1	16	11	19	0	3	3	0	1	0	5	0	1	0	6	6	10	27	8	403,3223876953	1431,1110839844	5	71,0265197754	77,1703186035	138,6968383789	136,1211700439	124,897567749	108,7802963257	111,5036468506	107,3068161011	149,8712921143	163,3182525635	143,6099700928	84,545501709	6	0,3543135822	0,3828923106	0,4229846597	0,4853322506	0,482300669	0,5403956771	0,5014614463	0,50706321	0,543517828	0,4838344455	0,4793922901	0,4575026333	0,4548361301	0,4559836388	0,4665146172	0,4653767645	0,5382730365	0,4706382453	0,5047417879	0,5052918196	0,4731607437	0,4510782361	0,392334044	16,2680241066	1,5763799196	10
1500	1	0	0	0	0	0	0	4	5	10	8	7	19	0	1	0	0	0	25	0	1	0	6	2	1	2	0	354,4434509277	1440	6	71,1809616089	73,6455383301	135,1573791504	135,0581970215	120,898223877	108,5901947021	107,6998214722	106,9979171753	151,8558502197	164,7659759521	147,0185241699	85,8594436646	6	0,3376685381	0,3463366032	0,4090470672	0,4380970299	0,4662351012	0,5152141452	0,5028113127	0,5076646209	0,4933902025	0,4645167291	0,4628805816	0,4089770019	0,4367507696	0,4214994013	0,446644336	0,4464253783	0,4732009172	0,4866425097	0,4763534069	0,4908558428	0,4529750049	0,4376302063	0,3884747326	16,1930601362	1,5014159492	5,5
1133	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	3	1	622,8865966797	1523	1	24,5012302399	56,1692810059	133,3301696777	140,8320922852	130,0046081543	144,6693572998	159,8300933838	165,0013122559	193,9983825684	203,8355560303	112,4970016479	31,6685886383	5	0,3807875812	0,3976143599	0,4206978381	0,4414104223	0,496725291	0,5476084948	0,5554184318	0,5658621788	0,5549994111	0,5468375683	0,505094111	0,5326471925	0,5095621347	0,4658457041	0,5134736896	0,4828498363	0,5289860368	0,5107249618	0,4621308148	0,4782176316	0,4531871974	0,4550536871	0,3757058084	15,8182402842	3,4129971946	0,5
3009	2	4	2	0	0	1	0	18	1	10	20	1	7	10	1	2	2	0	2	2	5	0	15	20	57	8	0	392,3350219727	1402	7	41,3333320618	63,5	103,5	113,5	112,1666641235	131,1666717529	143,8333282471	167,6666717529	161,1666717529	170,8333282471	97,5	39,6666679382	6	0,3443319798	0,3660297394	0,3876227438	0,4173879325	0,4556569457	0,5016286373	0,4940023422	0,5105201602	0,4839066863	0,4748769104	0,4729679823	0,4438414872	0,4524482489	0,4666213691	0,485694319	0,4661655128	0,4832464457	0,5004437566	0,4403854609	0,4834313989	0,4494383633	0,4018973708	0,3463075757	17,3175196923	3,0381773425	7,25
1675	2	3	0	5	0	2	3	16	0	24	46	6	34	81	3	7	1	0	2	3	10	4	24	63	125	9	0	619,7888183594	1545,1110839844	7	26,9442138672	48,5488052368	139,4645385742	141,8576660156	151,2101593018	153,965423584	156,4675445557	182,3352966309	183,092956543	225,6640014648	91,045173645	28,7124328613	3	0,3468060791	0,3744091094	0,4042197168	0,4368703961	0,4699923694	0,493588239	0,5001901388	0,5077714324	0,491810739	0,4644622803	0,4881908298	0,4706002772	0,4385892749	0,4418306053	0,4445599318	0,4448463321	0,4962700903	0,4904375672	0,4530576766	0,4447931349	0,3963606358	0,3863388002	0,3502957225	16,3055060918	3,6378891058	21
3428	0	2	1	0	0	0	0	6	0	2	8	1	0	0	1	0	0	0	30	0	0	1	0	10	8	4	7	514,1351928711	1431,5555419922	1	31,6107540131	56,39320755	105,7317810059	118,9157867432	109,4327011108	164,9438171387	167,4441986084	173,2342681885	159,4728088379	172,8034515381	91,9947052002	30,541519165	1	0,366150558	0,3586494327	0,4183468223	0,4485984147	0,486145705	0,5173988342	0,5308958292	0,5659301281	0,5158007145	0,5442646742	0,4898720682	0,4718601406	0,501668632	0,4980641007	0,5034108162	0,5187516809	0,5228266716	0,5152596831	0,4661161602	0,4708192348	0,4662392437	0,4282534719	0,3650942743	17,8422674851	3,6004071206	3,5
2037	3	0	0	0	0	0	3	0	0	2	27	7	31	4	0	0	0	0	0	1	3	0	1	3	0	19	0	359,1618041992	1470	5	72,1666641235	82,6666641235	152,3333282471	145,1666717529	126,6666641235	104,3333358765	123	99,8333358765	148,5	168,5	143,6666717529	83,6666641235	6	0,342844516	0,3680555522	0,3920611441	0,4416951835	0,4705263674	0,4853408337	0,4925236702	0,5062690377	0,5087003112	0,4661637247	0,4537424147	0,4336713254	0,4061678648	0,435703367	0,4496897161	0,43783319	0,4712451398	0,4660550654	0,4890815914	0,4797533453	0,4878691435	0,4347933829	0,3930882812	16,6053619734	1,3514880084	11
2108	4	0	1	0	4	1	0	0	0	4	14	13	17	0	3	0	0	0	15	2	1	0	8	5	5	1	0	366,8909606934	1441,4444580078	6	68,8295669556	76,8693008423	145,5340881348	134,6060333252	123,2651596069	101,1382293701	139,5738220215	107,4015045166	147,338973999	169,2254180908	133,8902130127	67,831451416	6	0,3110674024	0,354226619	0,3947387934	0,4288029373	0,4287027419	0,4906667173	0,4764131606	0,4887675047	0,4890363216	0,4648669958	0,4498808682	0,436383605	0,4155868888	0,4131717086	0,429205358	0,4509249032	0,4596893489	0,5066320896	0,4891837239	0,4744553566	0,4354074895	0,4385183454	0,3562991321	16,6428439586	1,7637898456	5,5
361	7	1	0	0	0	0	1	0	0	1	8	5	4	0	0	0	0	0	0	0	5	0	2	3	0	29	21	605,9578857422	1477,4321289063	7	29,850643158	58,7060089111	130,9096832275	150,842956543	164,7311401367	146,1329498291	148,4421234131	139,701461792	187,5398712158	197,2934570313	103,2419204712	29,1506595612	5	0,3533487022	0,3837743104	0,4169120193	0,4635035992	0,441049546	0,5262348056	0,5135374665	0,5047677755	0,4973529875	0,5021824241	0,5076902509	0,4647582769	0,4529437721	0,4186641574	0,454010278	0,4704238772	0,46470505	0,4344873726	0,4312235713	0,426417321	0,427567184	0,4138225317	0,3487492502	14,6562987429	3,5254431502	8,5
1833	2	0	0	0	0	4	0	38	5	27	5	4	1	0	0	5	3	0	25	1	5	2	7	18	8	2	0	341,3831481934	1434	3	74,1666641235	89,5	151,5	148	132,5	96	100,1666641235	109,8333358765	152,6666717529	150	145,8333282471	88,8333358765	6	0,2802077532	0,3094734848	0,3340640366	0,3941659927	0,4141498804	0,4267982244	0,4266244471	0,4123715162	0,4398765862	0,4280281961	0,3981807232	0,3597823679	0,37259233	0,3692189455	0,3978223801	0,4069941938	0,4088715911	0,3935005367	0,3965841532	0,413328737	0,3883014023	0,389636457	0,3282275796	16,4554340326	1,2390420528	11,5
244	9	0	0	3	4	1	3	2	5	29	45	30	22	0	1	1	6	0	0	2	23	0	9	2	1	98	5	637,4913330078	1490,3333740234	6	34,4507064819	61,3202095032	128,9007720947	157,4948883057	168,1487884521	142,9091796875	133,9794158936	136,3734893799	168,9947814941	199,0584411621	105,4903793335	34,3157730103	5	0,3619180024	0,3736336231	0,4147314131	0,4383283257	0,4526734054	0,4991650879	0,5126103759	0,4842033684	0,4930563569	0,4899724126	0,4560096562	0,4437640905	0,4472812116	0,3942930698	0,4022724628	0,4183313251	0,4802683294	0,4339934289	0,4165001214	0,4004823565	0,4277989864	0,4015758038	0,3409960866	14,3564428612	3,3755152094	22,5
3297	2	2	0	0	0	5	3	15	9	49	29	0	9	24	2	7	2	0	26	0	11	0	4	28	24	22	0	374,6241760254	1425	1	53,3120880127	78,012046814	109,4961013794	129,3108978271	111,8413467407	128,6837463379	134,8210601807	147,1764984131	155,1157531738	158,0385131836	106,1608200073	45,4836006165	6	0,3415522873	0,3652690947	0,3991665244	0,4785093963	0,467630595	0,4956910312	0,5393422842	0,5268110037	0,5273539424	0,5227687955	0,4958505034	0,4671557546	0,461633563	0,4484728575	0,5094953775	0,5219714642	0,5291025043	0,5162386894	0,4764062166	0,494601965	0,4719749689	0,4423739314	0,3518691361	17,6548575591	2,7383214609	21
70	4	0	0	0	0	4	0	19	0	3	13	0	5	0	2	1	2	0	2	2	0	3	7	15	6	11	0	669,4122314453	1468,6666259766	6	35,5403671265	56,9389228821	122,0331420898	172,6304473877	163,800201416	138,1708068848	123,4585723877	120,2277450562	172,7153167725	211,7039642334	137,4223480225	31,8985557556	5	0,3798695207	0,3664776087	0,4087854624	0,4320592284	0,4506917596	0,4835241139	0,4780701995	0,4845710397	0,4696753919	0,4742893577	0,4287850559	0,4213885367	0,4206395745	0,3509622514	0,3779610991	0,4011144936	0,4682261348	0,4702751637	0,4723493457	0,4417727888	0,4102834761	0,4272438884	0,3821364939	13,6817671276	3,3755152094	11
1381	8	0	0	0	0	6	1	3	0	128	22	0	16	10	0	1	0	0	0	7	4	0	2	3	14	9	0	391,3643188477	1424,7778320313	5	80,5935440063	99,2636795044	133,8915405273	148,8413085938	127,4601745605	97,0308380127	75,6621780396	80,4771194458	149,9258575439	183,4497528076	157,5592346191	86,3333358765	6	0,3549429476	0,4128351212	0,4220432043	0,4895692766	0,4909603596	0,5046036839	0,5092629194	0,5102357864	0,5181533098	0,5148838162	0,4712353945	0,4422409236	0,4507298172	0,4502648115	0,5034072995	0,5210442543	0,512355864	0,5438578725	0,5092797279	0,478246063	0,4963929355	0,468344003	0,3936915696	16,1180961658	0,7142942599	18
3379	3	9	4	0	0	0	0	51	0	12	59	13	21	1	3	4	0	0	33	0	4	1	8	37	71	0	0	508,0851135254	1452,4444580078	1	35,3122825623	58,0875282288	105,7660675049	110,5691680908	113,6104812622	168,8333282471	176,4289245605	169,7301330566	162,2706604004	182,287109375	97,5470123291	31,975151062	3	0,3829959333	0,4172869623	0,405775547	0,424646765	0,4590144455	0,5307680964	0,4949210584	0,5238333344	0,516480267	0,5292496681	0,4721503258	0,4640237689	0,4585033357	0,4668208063	0,5091564059	0,4831846058	0,5157591105	0,5070029497	0,4843066633	0,5109660625	0,4674930871	0,4370674789	0,3705135584	17,7673035147	3,4129971946	10,31
2658	15	0	1	0	0	1	0	10	0	47	20	2	8	2	0	4	0	0	0	0	9	4	5	20	95	0	0	458,8197631836	1422	7	32,9879302979	52,0120697021	117,6566085815	110,6807479858	115,7930984497	135,1988677979	143,3836212158	169,865524292	171,6626434326	186,0502929688	95,3011474609	37,4798812866	3	0,3388750851	0,3751789033	0,397849679	0,4189574718	0,4246202409	0,5312755108	0,4752438068	0,50977391	0,4800820351	0,4724132121	0,4801838696	0,4112609625	0,4504152238	0,4559428692	0,4732058048	0,4376167655	0,5291031599	0,4496300817	0,4562035501	0,4211602807	0,4091271162	0,3993651271	0,3354504704	17,0176638107	3,1506232981	11
2203	5	0	0	0	0	0	1	0	4	41	27	1	33	5	0	0	1	0	0	2	10	2	3	4	0	2	0	390,8007507324	1464	5	72	88,0489730835	152,5579071045	143,9527587891	125,9376296997	105,2566986084	126,2228469849	97,618560791	144,6951904297	166,1764526367	140,6283569336	76,6426086426	6	0,3713192046	0,3961215615	0,4177577198	0,4804058075	0,5063780546	0,5179991722	0,5264229178	0,5408281088	0,5458167195	0,4883361161	0,4843325317	0,4511963725	0,4567893744	0,4636838436	0,472968936	0,4906462133	0,5315670371	0,514921248	0,5325125456	0,5132728219	0,49457708	0,4864227772	0,4018750489	16,717807929	1,3889699936	20,5
613	2	1	1	5	4	7	12	55	1	24	51	52	10	0	3	0	1	1	308	2	5	0	12	11	22	89	4	601,1137695313	1431,6666259766	1	23,8479499817	59,3393630981	123,3808059692	142,3212738037	156,3613586426	147,28465271	157,1460266113	154,8661804199	172,6764526367	178,2263336182	87,8601531982	28,1812839508	5	0,3641915917	0,4194127619	0,428339839	0,4774518907	0,5073257089	0,5478752851	0,5315086246	0,5323164463	0,5296987891	0,506487608	0,5037837029	0,4920763969	0,5015449524	0,4686311483	0,460411191	0,4766438901	0,5180208087	0,4944100082	0,4657054543	0,4916510582	0,4508303106	0,4124830961	0,3767001927	15,4059384469	3,7878170466	23
1305	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	5	0	0	4	2	0	0	348,6986694336	1422	2	76,1517791748	115,0168685913	129,1765899658	169,2619018555	110,6269836426	87,6468200684	67,5426559448	71,4900817871	133,2886810303	168,1140899658	178,930557251	100,826385498	6	0,3724859357	0,4350729585	0,4351202846	0,4706746936	0,4708981514	0,4604696035	0,4769555926	0,5051612258	0,5281507969	0,5136119723	0,4484146237	0,4369469881	0,4600908756	0,4515161812	0,4863414466	0,5074421167	0,5470476151	0,529953599	0,5324131846	0,5025840998	0,5006480813	0,5075308084	0,4093379378	16,0431321954	0,3394744079	3,5
73	4	0	0	0	0	0	1	3	0	0	5	0	3	0	2	1	0	0	0	0	1	0	7	1	2	2	0	722,2786254883	1471,3333740234	6	36,1846160889	57,1644248962	120,6733932495	171,8355712891	165,4695739746	138,0246734619	125,2025604248	120,065071106	173,1615447998	210,1778869629	138,2615356445	31,4708309174	5	0,3668191135	0,3478333056	0,4307408035	0,4322832525	0,4464304447	0,4511793256	0,4871246517	0,4676255882	0,4729888439	0,4706957042	0,4542603493	0,4104588032	0,3982634842	0,3969197869	0,3879222572	0,4303044081	0,4717836082	0,4724817276	0,4723872542	0,423050791	0,4132118821	0,4096310437	0,3784950972	13,6817671276	3,487961165	6
3233	2	2	1	0	0	0	3	8	4	38	32	5	31	12	0	4	15	0	10	2	8	1	6	21	7	34	26	359,2227478027	1466	1	59,5	74,6666641235	121,3333358765	131,3333282471	108,8333358765	129,6666717529	131,1666717529	137,1666717529	156,8333282471	153,3333282471	102	54	6	0,3582658172	0,3630129993	0,4002439976	0,4586014152	0,4687810838	0,508602798	0,493611753	0,524004817	0,5091757774	0,4950225949	0,4901816845	0,4492144585	0,4500454068	0,4559740424	0,4716277719	0,4897269607	0,5115032196	0,4876374006	0,4755057991	0,4841563106	0,4726022184	0,422036469	0,3511728346	17,5798935887	2,4009835941	20
136	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	1	723,4345092773	1468	6	37,3209037781	58,0973014832	129,943069458	173,5486450195	170,8892059326	141,7971038818	125,5724411011	126,9027023315	174,6749420166	206,5248565674	131,9140625	30,2929668427	5	0,3683223426	0,3652583957	0,4244116545	0,4205846786	0,4465944171	0,4904794395	0,5068781972	0,4740524292	0,5054721832	0,4671934247	0,4581889212	0,4395881891	0,4058989286	0,3851991296	0,3789591491	0,4408583939	0,4866434336	0,4544161558	0,4495688975	0,4079972208	0,4010575414	0,4088571668	0,3703672886	13,8316950684	3,3755152094	1
2326	7	0	0	1	1	1	0	6	2	7	18	4	24	3	7	1	0	0	0	0	11	3	6	12	26	5	0	439,0991821289	1471	7	49,4472961426	76,5	124,2283935547	125,6272506714	143,0522460938	114,719367981	134,6709442139	140,7150878906	163,0303955078	182,6310577393	105,3547058105	58,21509552	3	0,3315284252	0,3629673421	0,3996828794	0,4147092104	0,4598101974	0,4980821908	0,503882885	0,5188716054	0,5055984855	0,4651471674	0,4716179371	0,4503000677	0,4598768055	0,4365974367	0,4644320607	0,4837791622	0,4903641045	0,4477018416	0,4311341941	0,4346165359	0,4131661057	0,3710289896	0,329567492	16,7927718994	2,6258755053	12
443	3	1	0	3	0	1	2	0	3	22	26	16	37	0	0	4	2	0	0	0	5	0	3	6	11	33	8	561,6685791016	1473,3333740234	7	53,1054420471	76,1423797607	130,1608428955	153,235168457	158,2152404785	118,764831543	124,1054382324	115,6909561157	178,4188537598	195,5626831055	125,0442123413	48,223526001	5	0,3612296581	0,3589858711	0,4147030115	0,4253186584	0,4368676841	0,5085070133	0,5148556232	0,529014647	0,5086378455	0,489556998	0,5104583502	0,4347530305	0,4418623745	0,4155917168	0,4283441305	0,4856624007	0,4785473943	0,4930987656	0,4409857392	0,4495289326	0,4514872432	0,4347463548	0,3573490679	14,9561546245	2,4009835941	17,5
